,DATETIMERECEIVEDUTC,DATETIMECOMPLETEDUTC,WORKORDERREFNO,OBJECTID,FACILITYID,INTID,COUNCILDISTRICT,SERVICERECORDID,SERVICECATEGORY,DATETIMERECEIVED,STATUS,DATETIMECOMPLETED,DETAILSUMMARY,LATITUDE,LONGITUDE,IMAGENAME,HYPERLINK,MYSANJOSEREFNO,LASTUPDATETHIRTYDAYS,LASTUPDATE,NOTES,ENTERPRISEID,GlobalID
78,1665592800000,1665593100000,WO-0000537265,79,142605,142605,4,,Debris & Illegal Dumping,1665567600000,Closed,1665567900000,2 Garbage,37.43108,-121.96101,,,,1662984134000,1665601336000,2 bags of garbage,IWM-ILDM-0000142605,{2CB81153-18FC-47D9-AB20-979BC9B0548B}
79,1640893631000,,WO-0000480330,80,125330,125330,7,898650,Debris & Illegal Dumping,1640864831000,Closed,,,37.31590881,-121.84348583,,,211230-000226,1638655280000,1641276082000,Lucretia Ave.,IWM-ILDM-0000125330,{4D672E6F-2F12-4A50-BE61-F52C372F0FE8}
80,1625693460000,1626727500000,WO-0000440184,81,113966,113966,10,,Debris & Illegal Dumping,1625668260000,Closed,1626702300000,"1 General Debris , 1 Other Furniture",37.197058,-121.831373,,,,1624140098000,1626757314000,"NB on Almaden RD in between Big Sur & Minoru cooler, desk, picture frames with glass, water cooler.",IWM-ILDM-0000113966,{103DAFC7-6467-4216-A0A9-2C302901EAFB}
81,1657516481000,1657566000000,WO-0000518004,82,136824,136824,3,1041451,Debris & Illegal Dumping,1657491281000,Closed,1657540800000,,37.3592779,-121.8873679,,,220710-000413,1654970481000,1657587683000,Corner of N. 16 St. and Vestal St.,IWM-ILDM-0000136824,{BA97B3E5-D492-4DCE-BE85-60CB1C6EDE80}
82,1591360168000,,WO-0000344518,83,84768,84768,9,549548,Debris & Illegal Dumping,1591334968000,Assigned,,,37.2598,-121.8848,,,200605-000012,1598362567000,1600986109000,"How many government workers does it take to do nothing about the RV that was dumped at Husted and Booksin? It must be quite a few because I’ve submitted more than 35,000 requests to have this junk dealt with and ABSOLUTELY NOTHING has been done about it. ",IWM-ILDM-0000084768,{DE5727EE-4AA5-47C6-ACFC-94BE51F7F1F0}
83,1652070828000,1652301600000,WO-0000505768,84,133019,133019,8,989551,Debris & Illegal Dumping,1652045628000,Closed,1652276400000,,37.30744182,-121.80376477,,,220508-000345,1649714484000,1652331687000,Junk illegally dumped on street near Postgate Ct and Brigadoon way. Illegal dumping hotspot!,IWM-ILDM-0000133019,{50E1A0C4-715F-4FC6-94D7-8C85730DA17C}
84,1646934300000,1646934540000,WO-0000494308,85,129271,129271,2,,Debris & Illegal Dumping,1646905500000,Closed,1646905740000,1 Other Furniture,37.27322,-121.820452,,,,1644318107000,1646938910000,@ Lobos Ave furniture,IWM-ILDM-0000129271,{3AB958E6-98CA-46A0-8FD7-5D5F24D51E53}
85,1607469323000,1608041340000,WO-0000386809,86,97587,97587,3,634563,Debris & Illegal Dumping,1607440523000,Closed,1608012540000,,37.35622343,-121.86858852,,,201208-000344,1605477711000,1608098516000,By the wall of the freeway,IWM-ILDM-0000097587,{36651095-36BC-4353-9C80-F59920A4FFA1}
86,1659833536000,1660667700000,WO-0000523533,87,138578,138578,1,1063778,Debris & Illegal Dumping,1659808336000,Closed,1660642500000,1 General Debris,37.3211136,-121.9829014,,,220806-000293,1658095297000,1660712502000,Greendale and Albany,IWM-ILDM-0000138578,{8B303ED8-20D3-400E-8CB5-94FD1BD2E060}
87,1560122225000,1560265020000,WO-0000231268,88,57166,57166,5,342783,Debris & Illegal Dumping,1560097025000,Closed,1560239820000,"2 Mattress , 1 Other Furniture",37.35961018,-121.8139651,,,190609-000148,1598363288000,1600986109000,Illegal dumping-multiple,IWM-ILDM-0000057166,{4EDD99C8-77FD-4D74-BD85-AF6D184282CA}
88,1586816600000,1586876100000,WO-0000329746,89,79786,79786,5,513306,Debris & Illegal Dumping,1586791400000,Closed,1586850900000,"2 Construction Debris , 2 Couch",37.37581646,-121.8430711,,,200413-000510,1598362564000,1600986109000,"Homeless people have lived here for at least 6 months blocking the sidewalk for students all year trying to ewalk to school. This mess is right next to Sheppard middle school turf field! Also, there is constant dumping on Rough and Ready Rd.",IWM-ILDM-0000079786,{B527EB60-6D63-4895-8BBB-EE4CB36B4985}
89,1604007800000,1604074860000,WO-0000378396,90,95361,95361,1,619538,Debris & Illegal Dumping,1603982600000,Closed,1604049660000,2 Mattress,37.29786345,-121.95477538,,,201029-000397,1601467289000,1604084491000,Mattresses at 1445 Eden Ave.,IWM-ILDM-0000095361,{54136B0B-C025-4418-8B08-57102899C8F7}
90,1505315884000,1506114878000,WO-0000058330,91,19094,19094,10,50314,Debris & Illegal Dumping,1505290684000,Closed,1506089678000,1 Other Furniture,37.2370677,-121.8039365,,,170913-000039,1598362613000,1644606315000,Rolling business chair. Next to Family Foot Steps,IWM-ILDM-0000019094,{DAFD93F7-CF05-4E81-BACB-986657508ECF}
91,1521935521000,1522081632000,WO-0000105681,92,28901,28901,8,138396,Debris & Illegal Dumping,1521910321000,Closed,1522056432000,1 Shopping Cart,37.3316895,-121.7834393,,,180324-000147,1598362392000,1600986109000,Dumped shopping cart,IWM-ILDM-0000028901,{191D9587-2E5F-4922-AA03-A6361854F3F2}
92,1470685200000,1470862466000,WO-0000016940,93,7014,7014,8,,Debris & Illegal Dumping,1470660000000,Closed,1470837266000,6 Shopping Cart,37.330039,-121.802683,,,,1598363149000,1600986109000,Glen Farm Ct- 1 cart,IWM-ILDM-0000007014,{93113773-BE14-4807-8935-C1BE8E430A24}
93,1457457300000,1458603900000,WO-0000007252,94,2624,2624,7,,Debris & Illegal Dumping,1457428500000,Closed,1458578700000,,37.293697,-121.818795,,,,1598362499000,1600986109000,Chair- TV- baby crib- trash-,IWM-ILDM-0000002624,{2E7C70FD-D49C-4CEC-A0A2-33C0880AE8DE}
94,1578175093000,1578340800000,WO-0000297706,95,71781,71781,3,456954,Debris & Illegal Dumping,1578146293000,Closed,1578312000000,,37.35713337,-121.88925438,,,200104-000162,1598362824000,1600986109000,Illegal dumping. Never changes,IWM-ILDM-0000071781,{E8F1D4C4-E056-4DE3-A0DC-2F3460B10244}
95,1498240800000,1498737600000,WO-0000039138,96,15154,15154,3,,Debris & Illegal Dumping,1498215600000,Closed,1498712400000,,37.326616,-121.880591,,,,1598362946000,1600986109000,misc garbage,IWM-ILDM-0000015154,{EC3D58A6-26D6-488A-8755-76DB1D86401D}
96,1529126159000,1530901860000,WO-0000127288,97,33878,33878,2,174453,Debris & Illegal Dumping,1529100959000,Closed,1530876660000,1 Shopping Cart,37.25345017,-121.80378041,,,180615-000527,1598363167000,1600986109000,"XS: Cottle Rd, right before the off-ramp from Blossom Hill Rd.  There's a filled target shopping cart. That has bunch of garbage in it.  It's been sitting at that corner for over a 2 weeks.  Can someone please pick up the cart and garbage?  Thank You!",IWM-ILDM-0000033878,{F3D59332-E390-42E2-8A21-0B295D460328}
97,1560905171000,1560956700000,WO-0000234499,98,57809,57809,7,348085,Debris & Illegal Dumping,1560879971000,Closed,1560931500000,"1 Couch , 1 TV Set",37.32906162,-121.83398277,,,190618-000645,1598362640000,1600986109000,Chair and monitor was left on the street in front of my house,IWM-ILDM-0000057809,{69C1D0AF-14FB-482A-BE8A-41EE2A572341}
98,1600804795000,1603306800000,WO-0000369261,99,92818,92818,7,602909,Debris & Illegal Dumping,1600779595000,Closed,1603281600000,,37.2929676,-121.8369746,,,200922-000344,1600725700000,1603342920000,Dresser and bike pieces on curb,IWM-ILDM-0000092818,{9AFBFAC3-98FA-428C-82C1-9500D2D9003A}
99,1600891909000,1601398140000,WO-0000369551,100,92910,92910,7,603527,Debris & Illegal Dumping,1600866709000,Closed,1601372940000,"1 Washer/Dryer, ",37.28189728,-121.82772906,,,200923-000330,1598824880000,1601442087000,Washing machine,IWM-ILDM-0000092910,{87BB9A89-79E5-4666-94E1-FB8A817E7578}
100,1510077650000,1510094580000,WO-0000072358,101,21723,21723,3,75676,Debris & Illegal Dumping,1510048850000,Closed,1510065780000,1 Garbage,37.36973853,-121.86340177,,,171107-000156,1598363274000,1600986109000,Dumped trash bag on Undajon Dr and Pine Hollow Circle.  On the north end of Undajon Dr.,IWM-ILDM-0000021723,{E92D0DDA-8FFD-4BFA-B600-C6062E9EBEB0}
101,1529425586000,1529957760000,WO-0000128056,102,34042,34042,10,175550,Debris & Illegal Dumping,1529400386000,Closed,1529932560000,2 Couch,37.24313744,-121.84960932,,,180619-000098,1598362826000,1600986109000,2 sofas left on side yard. Corner of Cahalan Ave and Calero Ave,IWM-ILDM-0000034042,{B50B5F16-AA35-4A7D-A57E-EF164605A283}
102,1552078620000,1552079160000,WO-0000202861,103,50709,50709,1,,Debris & Illegal Dumping,1552049820000,Closed,1552050360000,1 Tire,37.311569,-121.945403,,,,1598363043000,1600986109000,Tire,IWM-ILDM-0000050709,{3ED6E3B1-4263-4EBA-A2A9-B366250EB8F0}
103,1501537391000,1502140953000,WO-0000044594,104,16427,16427,2,26259,Debris & Illegal Dumping,1501512191000,Closed,1502115753000,"1 Garbage , 1 Shopping Cart",37.24572,-121.7981,,,170731-000551,1598362671000,1600986109000,Trash and broken shopping cart piling up,IWM-ILDM-0000016427,{A590C4B0-7CD0-4541-B54D-00CD367CF406}
104,1536125799000,1536157500000,WO-0000152206,105,39784,39784,3,213287,Debris & Illegal Dumping,1536100599000,Closed,1536132300000,,37.34791934,-121.86140567,,,180904-000693,1598363275000,1600986109000,Dumping,IWM-ILDM-0000039784,{87CD645F-6C94-4F97-9731-1CCA752BF4CA}
105,1619109043000,1619277360000,WO-0000418475,106,106645,106645,3,705586,Debris & Illegal Dumping,1619083843000,Closed,1619252160000,1 Garbage,37.3474253,-121.8629954,,,210422-000130,1616882487000,1619499694000,On E San Fernando side,IWM-ILDM-0000106645,{BD0304B5-41E3-4B52-A679-01BFCD3C9646}
106,1579710347000,,WO-0000304256,107,73348,73348,7,466932,Debris & Illegal Dumping,1579681547000,Closed,,,37.29479488,-121.87255964,,,200122-000059,1598363376000,1600986109000,Garbage and shopping carts on Hwy 87/Curtner exit,IWM-ILDM-0000073348,{E02D4CDE-C764-4AA2-8C4D-9709B7E1C70E}
107,1587477600000,1587668400000,WO-0000331716,108,80502,80502,7,,Debris & Illegal Dumping,1587452400000,Closed,1587643200000,,37.295996,-121.834633,,,,1598362369000,1600986109000,10 Yds. of YW and tree stumps,IWM-ILDM-0000080502,{F415C409-DB14-4214-A528-F8AF671E49D5}
108,1622238420000,1622559600000,WO-0000428340,109,109768,109768,2,,Debris & Illegal Dumping,1622213220000,Closed,1622534400000,2 General Debris,37.263408,-121.811956,,,,1619992918000,1622610132000,At the corner of Page Mill Dr and Crocker Dr there is a report of an engine in a box. Please check it out and collect. No photo provided.,IWM-ILDM-0000109768,{A11332E2-12E2-4155-AB8B-701FD1D74E36}
109,1559354193000,1559580540000,WO-0000228616,110,56533,56533,9,338563,Debris & Illegal Dumping,1559328993000,Closed,1559555340000,5 Garbage,37.28136665,-121.86627556,,,190531-000546,1598363177000,1644606315000,Someone dumped a bunch trash in our cul de sac.  Please remove.  Thank you!,IWM-ILDM-0000056533,{EDF636DA-9814-45E1-941B-FD1F49259AB0}
110,1611680633000,1611691200000,WO-0000396131,111,100150,100150,2,652992,Debris & Illegal Dumping,1611651833000,Closed,1611662400000,,37.27667027,-121.80474855,,,210126-000069,1609088480000,1611709284000,On Coyote Road between the 101 overpass and Nicole Court on the residential side.,IWM-ILDM-0000100150,{D2BC3D3B-9F1A-41AA-959D-257F35E3F27C}
111,1579892764000,1591443332000,WO-0000305152,112,73617,73617,6,468556,Debris & Illegal Dumping,1579863964000,Closed,1591418132000,,37.31874855,-121.91793054,,,200124-000218,1598362712000,1600986109000,Trash,IWM-ILDM-0000073617,{B0253E9C-A218-4078-8532-AABAA974408C}
112,1638303000000,1638303120000,WO-0000474581,113,123911,123911,3,,Debris & Illegal Dumping,1638274200000,Closed,1638274320000,1 Couch,37.343624,-121.880298,,,,1635699668000,1638320469000,c/s St. John St couch,IWM-ILDM-0000123911,{A626937F-79C0-4787-A795-7556E4D1CAB3}
113,1509745380000,1510095060000,WO-0000071641,114,21592,21592,7,,Debris & Illegal Dumping,1509720180000,Closed,1510066260000,,37.27888344,-121.83214187,,,,1598362407000,1600986109000,Second service request for this. Please collect what you can and refer any active homeless encampments to housing. Post area for homeless response team if necessary.  Thanks  Ed,IWM-ILDM-0000021592,{9C5ACAB9-1A6F-4E96-BE63-45D8E2AD419F}
114,1485193860000,1486238400000,WO-0000027217,115,10828,10828,3,,Debris & Illegal Dumping,1485165060000,Closed,1486209600000,1 Construction Debris,37.358603,-121.866257,,,,1598363010000,1600986109000,5-6 large pieces of wood,IWM-ILDM-0000010828,{2685B07D-2A9B-43A1-93C6-4019FD1C0068}
115,1593619691000,1594318860000,WO-0000351477,116,87069,87069,5,566045,Debris & Illegal Dumping,1593594491000,Closed,1594293660000,"3 Construction Debris , 2 E-waste, 4 Garbage , 3 General Debris , 2 Other E-waste , 1 TV Set , 2 Tire",37.3632402,-121.79756271,,,200701-000089,1598362830000,1600986109000,"Closet intersection is Morrie Drive. The dumping is on the south end of Fleming Avenue, just past Morrie Drive.",IWM-ILDM-0000087069,{359C3F0B-6AA5-48BE-AE2B-9A2B0A2E93F0}
116,1550765653000,1558131120000,WO-0000198244,117,49789,49789,3,288102,Debris & Illegal Dumping,1550736853000,Closed,1558105920000,,37.31633758,-121.88728329,,,190221-000053,1598362933000,1600986109000,Illegal dumping been here almost 3 months please clean it up.,IWM-ILDM-0000049789,{3507966B-8400-49A7-A07D-D8F09963FEF7}
117,1450044720000,1450048500000,WO-0000005526,118,1927,1927,9,,Debris & Illegal Dumping,1450015920000,Closed,1450019700000,,37.279153,-121.923388,,,,1598362870000,1600986109000,"CS Shulman NC Curtner, tree limb in roadway RP Amber .  CNL",IWM-ILDM-0000001927,{17E135C3-3D09-45FB-B48D-B50E31F90703}
118,1514138171000,1515261900000,WO-0000082228,119,23793,23793,5,96818,Debris & Illegal Dumping,1514109371000,Closed,1515233100000,1 Other Furniture,37.3488211,-121.8550811,,,171224-000023,1598362584000,1600986109000,Junk pile that was claimed,IWM-ILDM-0000023793,{0ACAD164-045D-465F-AF3F-88ADB0DD3697}
119,1616534851000,1616618760000,WO-0000409803,120,104224,104224,2,683775,Debris & Illegal Dumping,1616509651000,Closed,1616593560000,4 General Debris,37.26306501,-121.82467785,,,210323-000560,1614006056000,1616623259000,Rue lemans & Rue Bologne,IWM-ILDM-0000104224,{A784015B-EDA0-4B02-91CA-59B3BCF97D0A}
120,1497390120000,1498910400000,WO-0000037870,121,14801,14801,8,,Debris & Illegal Dumping,1497364920000,Closed,1498885200000,4 Construction Debris,37.272988,-121.744358,,,,1598363302000,1600986109000,near end of silver creek road near blockpool cul de sac construction materials- wood- aluminum-,IWM-ILDM-0000014801,{4D803A12-26CF-4671-910D-D0A50B32FF10}
121,1511895120000,1512234480000,WO-0000076599,122,22577,22577,4,,Debris & Illegal Dumping,1511866320000,Closed,1512205680000,"3 Construction Debris , 1 Couch , 2 Garbage , 1 Mattress , 3 Yard Waste",37.397203,-121.847187,,,,1598362745000,1600986109000,"mattress, boards",IWM-ILDM-0000022577,{7132EAB9-9D0E-4A1E-AC82-9EBBF0295E42}
122,1595949961000,1598119740000,WO-0000357327,123,89093,89093,3,578225,Debris & Illegal Dumping,1595924761000,Closed,1598094540000,,37.35958353,-121.87545776,,,200728-000046,1598362663000,1600986109000,Inside the park-on the side of the road from the taylor street entrance.,IWM-ILDM-0000089093,{268AF46D-0CF4-4744-A489-DBEF764A635A}
123,1456341840000,1456441440000,WO-0000006255,124,2251,2251,2,,Debris & Illegal Dumping,1456313040000,Closed,1456412640000,,37.258986,-121.820564,,,,1598362891000,1600986109000,c/s Sigrid Wy mattress,IWM-ILDM-0000002251,{8F55E29F-7CA0-4C33-A23D-CAA2EB80FADE}
124,1532086770000,1532366820000,WO-0000137960,125,36373,36373,6,190015,Debris & Illegal Dumping,1532061570000,Closed,1532341620000,1 Mattress,37.3216247,-121.91717684,,,180720-000005,1598363177000,1600986109000,Mattress and box spring,IWM-ILDM-0000036373,{54CA1574-7EA8-44A4-BA2F-35F33FF27BCF}
125,1455043500000,1455060120000,WO-0000005393,126,1861,1861,5,,Debris & Illegal Dumping,1455014700000,Closed,1455031320000,,37.363881,-121.828205,,,,1598362520000,1600986109000,Alley #25 from Rose to w/s RR Tracks btwn Hollywood & Humboldt - debris,IWM-ILDM-0000001861,{24105FB3-35AD-4468-B2EB-59D2792890E0}
126,1637456173000,1638209700000,WO-0000472984,127,123414,123414,3,874368,Debris & Illegal Dumping,1637427373000,Closed,1638180900000,4 General Debris,37.3201152,-121.87393977,,,211120-000266,1635631293000,1638252097000,On Rose Street.,IWM-ILDM-0000123414,{BEF07254-6E82-4EA0-B15A-4C3DADD6FA3F}
127,1654703760000,1654704420000,WO-0000511461,128,134978,134978,2,,Debris & Illegal Dumping,1654678560000,Closed,1654679220000,1 General Debris,37.27016,-121.835375,,,,1652097687000,1654714889000,Junk,IWM-ILDM-0000134978,{AD9BA963-D561-4717-BF8A-1C6115598A8A}
128,1529848174000,,WO-0000129357,129,34338,34338,3,177584,Debris & Illegal Dumping,1529822974000,Closed,,,37.35563375,-121.89507142,,,180624-000011,1598363369000,1600986109000,Someone came by and trim the trees in Bernal Park but left the tree trimmings which are now blocking about a dozen parking spaces for a week during peak picnic season.,IWM-ILDM-0000034338,{5C788AA7-269B-4D78-954A-791F1E1A58BD}
129,1547057040000,1547057160000,WO-0000186410,130,47364,47364,6,,Debris & Illegal Dumping,1547028240000,Closed,1547028360000,1 General Debris,37.334781,-121.935156,,,,1598362665000,1600986109000,Water dispenser,IWM-ILDM-0000047364,{53F11539-B709-49BD-9DE4-FEC36A0DABB9}
130,1656009144000,1656023820000,WO-0000514638,131,135832,135832,9,1025891,Debris & Illegal Dumping,1655983944000,Closed,1655998620000,,37.26268331,-121.86666291,,,220623-000355,1653415283000,1656032485000,"On Fell Ave, behind Erikson School, across the street from 4833 Fell Ave.",IWM-ILDM-0000135832,{BC005B32-B2D2-425F-8979-4096B848408E}
131,1628037922000,1628091600000,WO-0000448336,132,116784,116784,2,789560,Debris & Illegal Dumping,1628012722000,Closed,1628066400000,"2 Garbage , 1 Refrigerator",37.26082141,-121.80833919,,,210803-000791,1625508098000,1628125300000,Speaker systems and large drawer on e sidewalk,IWM-ILDM-0000116784,{57D76B35-15D7-4717-904C-CA187BFD3BAF}
132,1560749561000,1560883440000,WO-0000233646,133,57648,57648,9,346617,Debris & Illegal Dumping,1560724361000,Closed,1560858240000,"1 Garbage , 1 General Debris , 2 Hazardous Waste , 1 Shopping Cart , 4 Universal Waste",37.26690926,-121.86670068,,,190616-000183,1598362604000,1600986109000,"A homeless person's red grocery cart with a mattress and lots of clothes, abandoned there sometime Thursday June 13th, it was tipped over Saturday June 15th.  Today is June 16th and the homeless person is surely not coming back, would the city please remo",IWM-ILDM-0000057648,{2FEF536A-F342-4C24-B53E-B6ED0A31645F}
133,1633560605000,,WO-0000463229,134,120838,120838,1,841164,Debris & Illegal Dumping,1633535405000,Assigned,,,37.3156601,-121.982546,,,211006-000796,1630951294000,1633568495000,"This is a request to remove a broken car window left from a broken in vehicle which I reported on 10/1. The vehicle owner did not take the broken window away, and left it there. So I reported it as “abandoned car”, but the case was closed because the ca..",IWM-ILDM-0000120838,{E737A33E-2B8E-4939-8370-9A5F131AD9CA}
134,1613661935000,1613757720000,WO-0000401541,135,101738,101738,7,663487,Debris & Illegal Dumping,1613633135000,Closed,1613728920000,2 Other Furniture,37.29412675,-121.81883842,,,210218-000043,1611140475000,1613761277000,On Tuers  Rd. Close to Alvernaz,IWM-ILDM-0000101738,{3456C2AF-9B6A-4E85-9B84-8936025557F7}
