DATETIMERECEIVEDUTC,DATETIMECOMPLETEDUTC,WORKORDERREFNO,OBJECTID,FACILITYID,INTID,COUNCILDISTRICT,SERVICERECORDID,SERVICECATEGORY,DATETIMERECEIVED,STATUS,DATETIMECOMPLETED,DETAILSUMMARY,LATITUDE,LONGITUDE,IMAGENAME,HYPERLINK,MYSANJOSEREFNO,LASTUPDATETHIRTYDAYS,LASTUPDATE,NOTES,ENTERPRISEID,GlobalID
2020-12-21 12:16:57 America/Los_Angeles,2020-12-29 10:08:00 America/Los_Angeles,WO-0000389184,53,98189,98189,3,639233,Debris & Illegal Dumping,2020-12-21 04:16:57 America/Los_Angeles,Closed,1609236480000,,37.32984099,-121.8764683,,,201221-000249,2020-11-29 14:01:32 America/Los_Angeles,2020-12-29 22:01:37 America/Los_Angeles,Illegal Dumping behind 633 S 8th in the alley. Lots of garbage about 10 feet by 4 feet. Please take immediate action to get it cleaned.,IWM-ILDM-0000098189,{C6B9114E-DD5D-4907-8F1C-FFE6C4B1457A}
2019-04-30 06:51:24 America/Los_Angeles,2019-05-03 08:32:00 America/Los_Angeles,WO-0000218491,54,54206,54206,6,321546,Debris & Illegal Dumping,2019-04-29 23:51:24 America/Los_Angeles,Closed,1556875920000,,37.34693237,-121.92713086,,,190430-000055,2020-08-25 05:46:06 America/Los_Angeles,2022-02-11 11:05:15 America/Los_Angeles,A black dresser has been abandoned on the sidewalk.,IWM-ILDM-0000054206,{2AB3A5DF-5B78-4275-A54F-408FCFFB498A}
2021-04-26 07:13:00 America/Los_Angeles,2021-04-26 07:25:00 America/Los_Angeles,WO-0000419265,55,106896,106896,3,,Debris & Illegal Dumping,2021-04-26 00:13:00 America/Los_Angeles,Closed,1619425500000,1 General Debris,37.330404,-121.876241,,,,2021-03-27 04:01:10 America/Los_Angeles,2021-04-26 11:01:45 America/Los_Angeles,c/s E Reed St misc debris,IWM-ILDM-0000106896,{61B71D00-A5CA-4A9D-A8B4-145E3CAC738B}
2022-06-21 14:46:59 America/Los_Angeles,2022-06-22 07:41:00 America/Los_Angeles,WO-0000514163,56,135719,135719,7,1024255,Debris & Illegal Dumping,2022-06-21 07:46:59 America/Los_Angeles,Closed,1655887260000,"4 Garbage , 1 General Debris , 2 Other E-waste",37.3356179,-121.8411603,,,220621-001065,2022-05-23 04:01:39 America/Los_Angeles,2022-06-22 11:01:41 America/Los_Angeles,A shopping cart full of items was left on Florida Ave heading towards Scotty St.,IWM-ILDM-0000135719,{6A8DE088-90D0-4425-9E6B-CEDE12B66F85}
2022-01-19 09:04:00 America/Los_Angeles,2022-01-19 09:06:00 America/Los_Angeles,WO-0000484111,57,126279,126279,5,,Debris & Illegal Dumping,2022-01-19 01:04:00 America/Los_Angeles,Closed,1642583160000,3 Garbage,37.338167,-121.82737,,,,2021-12-20 03:01:37 America/Los_Angeles,2022-01-19 11:01:39 America/Los_Angeles,c/s Alfred Wy. Garbage,IWM-ILDM-0000126279,{D7BE37E6-09DF-4F08-9218-2850F55B6FEB}
2022-05-15 18:05:24 America/Los_Angeles,2022-05-17 06:32:00 America/Los_Angeles,WO-0000507149,58,133494,133494,3,994768,Debris & Illegal Dumping,2022-05-15 11:05:24 America/Los_Angeles,Closed,1652772720000,"1 Construction Debris , 2 Garbage , 3 General Debris",37.3442264,-121.8781635,,,220515-000352,2022-04-17 14:01:30 America/Los_Angeles,2022-05-17 21:01:33 America/Los_Angeles,Southeast corner of 14th in St. John,IWM-ILDM-0000133494,{4BA575E8-CDD5-4CDF-A5AF-43CF35F28249}
2019-02-20 14:41:06 America/Los_Angeles,2019-02-21 09:50:00 America/Los_Angeles,WO-0000198082,59,49759,49759,2,287864,Debris & Illegal Dumping,2019-02-20 06:41:06 America/Los_Angeles,Closed,1550742600000,"1 Construction Debris , 1 General Debris , 2 Other Furniture",37.2563977,-121.82181325,,,190220-000427,2020-08-25 05:41:47 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Furniture in the roadway blocking red zone,IWM-ILDM-0000049759,{5D110482-3800-4E56-B07F-6DE28C4B0348}
2021-09-14 16:27:07 America/Los_Angeles,2021-09-15 11:00:00 America/Los_Angeles,WO-0000458515,60,119449,119449,4,823867,Debris & Illegal Dumping,2021-09-14 09:27:07 America/Los_Angeles,Closed,1631707200000,,37.377688,-121.8605013,,,210914-000891,2021-08-16 04:01:11 America/Los_Angeles,2021-09-15 11:01:14 America/Los_Angeles,"There is garbage being dumped all down the street from homeless people and people dumping. There are large pieces of metal, headboard, tires and garbage bags",IWM-ILDM-0000119449,{91F51ACF-6EEF-4D10-ABAB-963B53A619BD}
2018-07-14 08:22:17 America/Los_Angeles,2018-07-18 13:05:00 America/Los_Angeles,WO-0000136110,61,35886,35886,5,187048,Debris & Illegal Dumping,2018-07-14 01:22:17 America/Los_Angeles,Closed,1531922700000,,37.34573374,-121.82736207,,,180714-000043,2020-08-25 05:45:56 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"This street has garbage for months, sweeper never cleans here",IWM-ILDM-0000035886,{1C44C95F-2893-49F4-BB93-E7DF1850B043}
2018-06-04 07:06:36 America/Los_Angeles,2018-06-25 08:03:00 America/Los_Angeles,WO-0000123580,62,33024,33024,6,168631,Debris & Illegal Dumping,2018-06-04 00:06:36 America/Los_Angeles,Closed,1529917380000,,37.31986948,-121.89176627,,,180604-000035,2020-08-25 05:48:43 America/Los_Angeles,2022-02-11 11:05:15 America/Los_Angeles,Bed frame,IWM-ILDM-0000033024,{DB416CE4-63A4-4B27-8A73-47B65D2237AE}
2020-05-27 09:01:15 America/Los_Angeles,2020-07-24 08:39:00 America/Los_Angeles,WO-0000356411,63,88709,88709,7,541100,Debris & Illegal Dumping,2020-05-27 02:01:15 America/Los_Angeles,Closed,1595583540000,,37.312772,-121.842871,,,200527-000194,2020-08-25 05:42:29 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Across the street from the address bookcase and litter.,IWM-ILDM-0000088709,{7BA786F4-3734-4873-93BD-B71CB4CA1059}
2018-10-14 15:59:58 America/Los_Angeles,2018-10-20 08:21:00 America/Los_Angeles,WO-0000163978,64,42343,42343,7,231548,Debris & Illegal Dumping,2018-10-14 08:59:58 America/Los_Angeles,Closed,1540027260000,23 Garbage,37.29311959,-121.81367073,,,181014-000161,2020-08-25 05:41:07 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Garbage bags been there over 2 weeks - maybe somebody moved iu,IWM-ILDM-0000042343,{07440F3C-9F42-473F-B8D2-4798F98D540F}
2019-08-17 07:18:56 America/Los_Angeles,2019-08-19 19:20:00 America/Los_Angeles,WO-0000254251,65,61966,61966,5,381839,Debris & Illegal Dumping,2019-08-17 00:18:56 America/Los_Angeles,Closed,1566246000000,2 Mattress,37.3764916,-121.82617184,,,190817-000023,2020-08-25 05:39:20 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Mattress,IWM-ILDM-0000061966,{91200025-81D8-41FC-95C3-5F94C76A891B}
2021-08-11 08:41:05 America/Los_Angeles,2021-08-12 12:36:00 America/Los_Angeles,WO-0000450330,66,117417,117417,3,795989,Debris & Illegal Dumping,2021-08-11 01:41:05 America/Los_Angeles,Closed,1628775360000,,37.346875,-121.89155941,,,210811-000207,2021-07-13 10:01:22 America/Los_Angeles,2021-08-12 17:01:24 America/Los_Angeles,"Furniture, trash. N 6th and Empire",IWM-ILDM-0000117417,{B19804B5-66AE-4FC2-BEB2-9C0A8B681241}
2021-08-17 08:49:16 America/Los_Angeles,2021-08-23 05:18:00 America/Los_Angeles,WO-0000451625,67,117754,117754,3,800625,Debris & Illegal Dumping,2021-08-17 01:49:16 America/Los_Angeles,Closed,1629699480000,,37.3493091,-121.88887813,,,210817-000209,2021-07-24 14:01:48 America/Los_Angeles,2021-08-23 21:01:58 America/Los_Angeles,Mattress dumped on N9TH STREET CLOSEST ADDRESS IS 520 N 9TH STREET,IWM-ILDM-0000117754,{627F1FF5-C079-4B2E-A7C8-C1735F83FC7B}
2021-07-19 17:51:34 America/Los_Angeles,2021-08-05 11:29:00 America/Los_Angeles,WO-0000443815,68,115205,115205,3,776217,Debris & Illegal Dumping,2021-07-19 10:51:34 America/Los_Angeles,Closed,1628166540000,,37.34125669,-121.85984645,,,210719-001112,2021-07-06 14:01:31 America/Los_Angeles,2021-08-05 21:01:56 America/Los_Angeles,Trailer has been parked here for 2 weeks throwing trash under the trailer & the person moved the trailer across the street but left trash there on the ground .,IWM-ILDM-0000115205,{2F009A01-4B5F-48F7-B796-2E71505AE400}
2022-09-28 13:17:00 America/Los_Angeles,2022-09-28 13:44:00 America/Los_Angeles,WO-0000534525,69,141721,141721,10,,Debris & Illegal Dumping,2022-09-28 06:17:00 America/Los_Angeles,Closed,1664376240000,1 General Debris,37.226766,-121.776935,,,,2022-08-29 10:01:37 America/Los_Angeles,2022-09-28 17:01:38 America/Los_Angeles,Junk,IWM-ILDM-0000141721,{A6CEB18D-7CAB-429F-B2E2-6000CE4A0341}
2016-09-24 14:59:00 America/Los_Angeles,2016-09-24 13:30:00 America/Los_Angeles,WO-0000019808,70,8326,8326,1,,Debris & Illegal Dumping,2016-09-24 07:59:00 America/Los_Angeles,Closed,1474727400000,2 Construction Debris,37.301436,-122.032034,,,,2020-08-25 05:35:23 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,picked up sheet metal from middle of intersection of hwy 85/De Anza,IWM-ILDM-0000008326,{89A07B68-F7B9-4210-BC4C-6B578EAA2854}
2020-06-30 16:55:42 America/Los_Angeles,2020-07-08 11:40:00 America/Los_Angeles,WO-0000351406,71,87050,87050,3,565900,Debris & Illegal Dumping,2020-06-30 09:55:42 America/Los_Angeles,Closed,1594212000000,,37.32685722,-121.87391629,,,200630-000545,2020-08-25 05:40:00 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Corner of S. 8th and Martha,IWM-ILDM-0000087050,{2C39A5E6-8743-4ACC-A4EE-172CEB961588}
2021-08-03 19:06:19 America/Los_Angeles,2021-08-19 11:11:00 America/Los_Angeles,WO-0000448375,72,116813,116813,7,789629,Debris & Illegal Dumping,2021-08-03 12:06:19 America/Los_Angeles,Closed,1629375060000,1 Mattress,37.2872263,-121.8337457,,,210803-000860,2021-07-20 14:01:33 America/Los_Angeles,2021-08-19 21:01:48 America/Los_Angeles,Cedric and cas turn,IWM-ILDM-0000116813,{599AA7A8-7977-428E-9689-547376E85891}
2021-08-06 16:47:19 America/Los_Angeles,,WO-0000449237,73,117114,117114,8,792442,Debris & Illegal Dumping,2021-08-06 09:47:19 America/Los_Angeles,Closed,,,37.29972907,-121.77177429,,,210806-000799,2021-07-10 14:02:08 America/Los_Angeles,2021-08-09 21:02:39 America/Los_Angeles,"The Alum Rock Exit  off of 680 is full of trash, tires even a bumper.",IWM-ILDM-0000117114,{CE0967DC-0DC8-40BC-BC1F-F204B2391D47}
2018-10-24 15:35:53 America/Los_Angeles,2018-10-29 07:32:00 America/Los_Angeles,WO-0000167014,74,43028,43028,3,236523,Debris & Illegal Dumping,2018-10-24 08:35:53 America/Los_Angeles,Closed,1540801920000,,37.33227221,-121.87189277,,,181024-000450,2020-08-25 05:46:11 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Mattress and other items,IWM-ILDM-0000043028,{F70CC514-7D9F-4186-BF3D-493FF6A90C19}
2021-02-26 12:18:51 America/Los_Angeles,2021-03-02 12:22:00 America/Los_Angeles,WO-0000403445,75,102412,102412,1,667517,Debris & Illegal Dumping,2021-02-26 04:18:51 America/Los_Angeles,Closed,1614687720000,,37.31373432,-121.94845782,,,210226-000196,2021-01-31 14:01:31 America/Los_Angeles,2021-03-02 22:01:39 America/Los_Angeles,Magliocco Dr,IWM-ILDM-0000102412,{3A540681-ADF5-49C1-8500-A66A44DD6DF4}
2020-11-15 11:32:26 America/Los_Angeles,2020-11-17 15:44:00 America/Los_Angeles,WO-0000382155,76,96348,96348,3,626126,Debris & Illegal Dumping,2020-11-15 03:32:26 America/Los_Angeles,Closed,1605627840000,1 Couch,37.34110052,-121.88837165,,,201115-000049,2020-10-18 14:01:30 America/Los_Angeles,2020-11-17 22:01:46 America/Los_Angeles,Corner of 5th street and Saint James Couch on corner on sidewalk,IWM-ILDM-0000096348,{4E602778-5ADB-4F98-9027-B2242E87DD19}
2020-07-09 09:19:00 America/Los_Angeles,2020-07-20 10:37:00 America/Los_Angeles,WO-0000353069,77,87583,87583,2,,Debris & Illegal Dumping,2020-07-09 02:19:00 America/Los_Angeles,Closed,1595245020000,,37.266349,-121.790342,,,,2020-08-25 05:40:53 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,DEBRIS IN BIKE LANE N/B HELLYER,IWM-ILDM-0000087583,{C9145979-6FC0-402E-BDE8-2D696E25028E}
2019-03-26 10:31:00 America/Los_Angeles,2019-03-26 10:35:00 America/Los_Angeles,WO-0000208222,78,51819,51819,3,,Debris & Illegal Dumping,2019-03-26 03:31:00 America/Los_Angeles,Closed,1553600100000,"1 Couch , 1 Other Furniture",37.34961,-121.8859,,,,2020-08-25 05:42:58 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,C/s E. Empire St. couch,IWM-ILDM-0000051819,{8D6B3BAB-64B2-42CE-A99B-84DEC2B4D7FC}
2022-10-12 08:40:00 America/Los_Angeles,2022-10-12 08:45:00 America/Los_Angeles,WO-0000537265,79,142605,142605,4,,Debris & Illegal Dumping,2022-10-12 01:40:00 America/Los_Angeles,Closed,1665567900000,2 Garbage,37.43108,-121.96101,,,,2022-09-12 04:02:14 America/Los_Angeles,2022-10-12 11:02:16 America/Los_Angeles,2 bags of garbage,IWM-ILDM-0000142605,{2CB81153-18FC-47D9-AB20-979BC9B0548B}
2021-12-30 11:47:11 America/Los_Angeles,,WO-0000480330,80,125330,125330,7,898650,Debris & Illegal Dumping,2021-12-30 03:47:11 America/Los_Angeles,Closed,,,37.31590881,-121.84348583,,,211230-000226,2021-12-04 14:01:20 America/Los_Angeles,2022-01-03 22:01:22 America/Los_Angeles,Lucretia Ave.,IWM-ILDM-0000125330,{4D672E6F-2F12-4A50-BE61-F52C372F0FE8}
2021-07-07 13:31:00 America/Los_Angeles,2021-07-19 12:45:00 America/Los_Angeles,WO-0000440184,81,113966,113966,10,,Debris & Illegal Dumping,2021-07-07 06:31:00 America/Los_Angeles,Closed,1626702300000,"1 General Debris , 1 Other Furniture",37.197058,-121.831373,,,,2021-06-19 14:01:38 America/Los_Angeles,2021-07-19 21:01:54 America/Los_Angeles,"NB on Almaden RD in between Big Sur & Minoru cooler, desk, picture frames with glass, water cooler.",IWM-ILDM-0000113966,{103DAFC7-6467-4216-A0A9-2C302901EAFB}
2022-07-10 21:14:41 America/Los_Angeles,2022-07-11 11:00:00 America/Los_Angeles,WO-0000518004,82,136824,136824,3,1041451,Debris & Illegal Dumping,2022-07-10 14:14:41 America/Los_Angeles,Closed,1657540800000,,37.3592779,-121.8873679,,,220710-000413,2022-06-11 10:01:21 America/Los_Angeles,2022-07-11 17:01:23 America/Los_Angeles,Corner of N. 16 St. and Vestal St.,IWM-ILDM-0000136824,{BA97B3E5-D492-4DCE-BE85-60CB1C6EDE80}
2020-06-05 04:29:28 America/Los_Angeles,,WO-0000344518,83,84768,84768,9,549548,Debris & Illegal Dumping,2020-06-04 21:29:28 America/Los_Angeles,Assigned,,,37.2598,-121.8848,,,200605-000012,2020-08-25 05:36:07 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"How many government workers does it take to do nothing about the RV that was dumped at Husted and Booksin? It must be quite a few because I’ve submitted more than 35,000 requests to have this junk dealt with and ABSOLUTELY NOTHING has been done about it. ",IWM-ILDM-0000084768,{DE5727EE-4AA5-47C6-ACFC-94BE51F7F1F0}
2022-05-08 20:33:48 America/Los_Angeles,2022-05-11 12:40:00 America/Los_Angeles,WO-0000505768,84,133019,133019,8,989551,Debris & Illegal Dumping,2022-05-08 13:33:48 America/Los_Angeles,Closed,1652276400000,,37.30744182,-121.80376477,,,220508-000345,2022-04-11 14:01:24 America/Los_Angeles,2022-05-11 21:01:27 America/Los_Angeles,Junk illegally dumped on street near Postgate Ct and Brigadoon way. Illegal dumping hotspot!,IWM-ILDM-0000133019,{50E1A0C4-715F-4FC6-94D7-8C85730DA17C}
2022-03-10 09:45:00 America/Los_Angeles,2022-03-10 09:49:00 America/Los_Angeles,WO-0000494308,85,129271,129271,2,,Debris & Illegal Dumping,2022-03-10 01:45:00 America/Los_Angeles,Closed,1646905740000,1 Other Furniture,37.27322,-121.820452,,,,2022-02-08 03:01:47 America/Los_Angeles,2022-03-10 11:01:50 America/Los_Angeles,@ Lobos Ave furniture,IWM-ILDM-0000129271,{3AB958E6-98CA-46A0-8FD7-5D5F24D51E53}
2020-12-08 15:15:23 America/Los_Angeles,2020-12-15 06:09:00 America/Los_Angeles,WO-0000386809,86,97587,97587,3,634563,Debris & Illegal Dumping,2020-12-08 07:15:23 America/Los_Angeles,Closed,1608012540000,,37.35622343,-121.86858852,,,201208-000344,2020-11-15 14:01:51 America/Los_Angeles,2020-12-15 22:01:56 America/Los_Angeles,By the wall of the freeway,IWM-ILDM-0000097587,{36651095-36BC-4353-9C80-F59920A4FFA1}
2022-08-06 16:52:16 America/Los_Angeles,2022-08-16 08:35:00 America/Los_Angeles,WO-0000523533,87,138578,138578,1,1063778,Debris & Illegal Dumping,2022-08-06 09:52:16 America/Los_Angeles,Closed,1660642500000,1 General Debris,37.3211136,-121.9829014,,,220806-000293,2022-07-17 14:01:37 America/Los_Angeles,2022-08-16 21:01:42 America/Los_Angeles,Greendale and Albany,IWM-ILDM-0000138578,{8B303ED8-20D3-400E-8CB5-94FD1BD2E060}
2019-06-09 15:17:05 America/Los_Angeles,2019-06-11 06:57:00 America/Los_Angeles,WO-0000231268,88,57166,57166,5,342783,Debris & Illegal Dumping,2019-06-09 08:17:05 America/Los_Angeles,Closed,1560239820000,"2 Mattress , 1 Other Furniture",37.35961018,-121.8139651,,,190609-000148,2020-08-25 05:48:08 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Illegal dumping-multiple,IWM-ILDM-0000057166,{4EDD99C8-77FD-4D74-BD85-AF6D184282CA}
2020-04-13 14:23:20 America/Los_Angeles,2020-04-14 06:55:00 America/Los_Angeles,WO-0000329746,89,79786,79786,5,513306,Debris & Illegal Dumping,2020-04-13 07:23:20 America/Los_Angeles,Closed,1586850900000,"2 Construction Debris , 2 Couch",37.37581646,-121.8430711,,,200413-000510,2020-08-25 05:36:04 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"Homeless people have lived here for at least 6 months blocking the sidewalk for students all year trying to ewalk to school. This mess is right next to Sheppard middle school turf field! Also, there is constant dumping on Rough and Ready Rd.",IWM-ILDM-0000079786,{B527EB60-6D63-4895-8BBB-EE4CB36B4985}
2020-10-29 13:43:20 America/Los_Angeles,2020-10-30 08:21:00 America/Los_Angeles,WO-0000378396,90,95361,95361,1,619538,Debris & Illegal Dumping,2020-10-29 06:43:20 America/Los_Angeles,Closed,1604049660000,2 Mattress,37.29786345,-121.95477538,,,201029-000397,2020-09-30 04:01:29 America/Los_Angeles,2020-10-30 11:01:31 America/Los_Angeles,Mattresses at 1445 Eden Ave.,IWM-ILDM-0000095361,{54136B0B-C025-4418-8B08-57102899C8F7}
2017-09-13 07:18:04 America/Los_Angeles,2017-09-22 13:14:38 America/Los_Angeles,WO-0000058330,91,19094,19094,10,50314,Debris & Illegal Dumping,2017-09-13 00:18:04 America/Los_Angeles,Closed,1506089678000,1 Other Furniture,37.2370677,-121.8039365,,,170913-000039,2020-08-25 05:36:53 America/Los_Angeles,2022-02-11 11:05:15 America/Los_Angeles,Rolling business chair. Next to Family Foot Steps,IWM-ILDM-0000019094,{DAFD93F7-CF05-4E81-BACB-986657508ECF}
2018-03-24 15:52:01 America/Los_Angeles,2018-03-26 08:27:12 America/Los_Angeles,WO-0000105681,92,28901,28901,8,138396,Debris & Illegal Dumping,2018-03-24 08:52:01 America/Los_Angeles,Closed,1522056432000,1 Shopping Cart,37.3316895,-121.7834393,,,180324-000147,2020-08-25 05:33:12 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Dumped shopping cart,IWM-ILDM-0000028901,{191D9587-2E5F-4922-AA03-A6361854F3F2}
2016-08-08 11:40:00 America/Los_Angeles,2016-08-10 12:54:26 America/Los_Angeles,WO-0000016940,93,7014,7014,8,,Debris & Illegal Dumping,2016-08-08 04:40:00 America/Los_Angeles,Closed,1470837266000,6 Shopping Cart,37.330039,-121.802683,,,,2020-08-25 05:45:49 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Glen Farm Ct- 1 cart,IWM-ILDM-0000007014,{93113773-BE14-4807-8935-C1BE8E430A24}
2016-03-08 09:15:00 America/Los_Angeles,2016-03-21 15:45:00 America/Los_Angeles,WO-0000007252,94,2624,2624,7,,Debris & Illegal Dumping,2016-03-08 01:15:00 America/Los_Angeles,Closed,1458578700000,,37.293697,-121.818795,,,,2020-08-25 05:34:59 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Chair- TV- baby crib- trash-,IWM-ILDM-0000002624,{2E7C70FD-D49C-4CEC-A0A2-33C0880AE8DE}
2020-01-04 13:58:13 America/Los_Angeles,2020-01-06 12:00:00 America/Los_Angeles,WO-0000297706,95,71781,71781,3,456954,Debris & Illegal Dumping,2020-01-04 05:58:13 America/Los_Angeles,Closed,1578312000000,,37.35713337,-121.88925438,,,200104-000162,2020-08-25 05:40:24 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Illegal dumping. Never changes,IWM-ILDM-0000071781,{E8F1D4C4-E056-4DE3-A0DC-2F3460B10244}
2017-06-23 10:00:00 America/Los_Angeles,2017-06-29 04:00:00 America/Los_Angeles,WO-0000039138,96,15154,15154,3,,Debris & Illegal Dumping,2017-06-23 03:00:00 America/Los_Angeles,Closed,1498712400000,,37.326616,-121.880591,,,,2020-08-25 05:42:26 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,misc garbage,IWM-ILDM-0000015154,{EC3D58A6-26D6-488A-8755-76DB1D86401D}
2018-06-15 21:15:59 America/Los_Angeles,2018-07-06 10:31:00 America/Los_Angeles,WO-0000127288,97,33878,33878,2,174453,Debris & Illegal Dumping,2018-06-15 14:15:59 America/Los_Angeles,Closed,1530876660000,1 Shopping Cart,37.25345017,-121.80378041,,,180615-000527,2020-08-25 05:46:07 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"XS: Cottle Rd, right before the off-ramp from Blossom Hill Rd.  There's a filled target shopping cart. That has bunch of garbage in it.  It's been sitting at that corner for over a 2 weeks.  Can someone please pick up the cart and garbage?  Thank You!",IWM-ILDM-0000033878,{F3D59332-E390-42E2-8A21-0B295D460328}
2019-06-18 16:46:11 America/Los_Angeles,2019-06-19 07:05:00 America/Los_Angeles,WO-0000234499,98,57809,57809,7,348085,Debris & Illegal Dumping,2019-06-18 09:46:11 America/Los_Angeles,Closed,1560931500000,"1 Couch , 1 TV Set",37.32906162,-121.83398277,,,190618-000645,2020-08-25 05:37:20 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Chair and monitor was left on the street in front of my house,IWM-ILDM-0000057809,{69C1D0AF-14FB-482A-BE8A-41EE2A572341}
